,BINs,Type,Score,S_EUI,BBL,ZIP,ED_Visits,UnitsTotal,YearBuilt,Tract2010,XCoord,YCoord,avg,Id,Id2,code,med_inc
1926,,,,,,12810.0,,,,,,,,8600000US12810,12810.0,ZCTA5 12810,57500.0
1927,,,,,,12811.0,,,,,,,,8600000US12811,12811.0,ZCTA5 12811,
1928,,,,,,12812.0,,,,,,,,8600000US12812,12812.0,ZCTA5 12812,49583.0
1929,,,,,,12814.0,,,,,,,,8600000US12814,12814.0,ZCTA5 12814,58176.0
1930,,,,,,12815.0,,,,,,,,8600000US12815,12815.0,ZCTA5 12815,60458.0
1931,,,,,,12816.0,,,,,,,,8600000US12816,12816.0,ZCTA5 12816,50417.0
1932,,,,,,12817.0,,,,,,,,8600000US12817,12817.0,ZCTA5 12817,59861.0
1933,,,,,,12819.0,,,,,,,,8600000US12819,12819.0,ZCTA5 12819,43839.0
1934,,,,,,12821.0,,,,,,,,8600000US12821,12821.0,ZCTA5 12821,34000.0
1935,,,,,,12822.0,,,,,,,,8600000US12822,12822.0,ZCTA5 12822,52578.0
1936,,,,,,12823.0,,,,,,,,8600000US12823,12823.0,ZCTA5 12823,82639.0
1937,,,,,,12824.0,,,,,,,,8600000US12824,12824.0,ZCTA5 12824,61650.0
1938,,,,,,12827.0,,,,,,,,8600000US12827,12827.0,ZCTA5 12827,62917.0
1939,,,,,,12828.0,,,,,,,,8600000US12828,12828.0,ZCTA5 12828,51250.0
1940,,,,,,12831.0,,,,,,,,8600000US12831,12831.0,ZCTA5 12831,78505.0
1941,,,,,,12832.0,,,,,,,,8600000US12832,12832.0,ZCTA5 12832,43918.0
1942,,,,,,12833.0,,,,,,,,8600000US12833,12833.0,ZCTA5 12833,65898.0
1943,,,,,,12834.0,,,,,,,,8600000US12834,12834.0,ZCTA5 12834,56104.0
1944,,,,,,12835.0,,,,,,,,8600000US12835,12835.0,ZCTA5 12835,51148.0
1945,,,,,,12836.0,,,,,,,,8600000US12836,12836.0,ZCTA5 12836,61739.0
1946,,,,,,12837.0,,,,,,,,8600000US12837,12837.0,ZCTA5 12837,45446.0
1947,,,,,,12838.0,,,,,,,,8600000US12838,12838.0,ZCTA5 12838,56250.0
1948,,,,,,12839.0,,,,,,,,8600000US12839,12839.0,ZCTA5 12839,44350.0
1949,,,,,,12841.0,,,,,,,,8600000US12841,12841.0,ZCTA5 12841,27500.0
1950,,,,,,12842.0,,,,,,,,8600000US12842,12842.0,ZCTA5 12842,37321.0
1951,,,,,,12843.0,,,,,,,,8600000US12843,12843.0,ZCTA5 12843,38393.0
1952,,,,,,12844.0,,,,,,,,8600000US12844,12844.0,ZCTA5 12844,60000.0
1953,,,,,,12845.0,,,,,,,,8600000US12845,12845.0,ZCTA5 12845,66710.0
1954,,,,,,12846.0,,,,,,,,8600000US12846,12846.0,ZCTA5 12846,53112.0
1955,,,,,,12847.0,,,,,,,,8600000US12847,12847.0,ZCTA5 12847,62917.0
1956,,,,,,12849.0,,,,,,,,8600000US12849,12849.0,ZCTA5 12849,70263.0
1957,,,,,,12850.0,,,,,,,,8600000US12850,12850.0,ZCTA5 12850,74622.0
1958,,,,,,12851.0,,,,,,,,8600000US12851,12851.0,ZCTA5 12851,48036.0
1959,,,,,,12852.0,,,,,,,,8600000US12852,12852.0,ZCTA5 12852,46094.0
1960,,,,,,12853.0,,,,,,,,8600000US12853,12853.0,ZCTA5 12853,38906.0
1961,,,,,,12855.0,,,,,,,,8600000US12855,12855.0,ZCTA5 12855,44583.0
1962,,,,,,12856.0,,,,,,,,8600000US12856,12856.0,ZCTA5 12856,
1963,,,,,,12857.0,,,,,,,,8600000US12857,12857.0,ZCTA5 12857,49397.0
1964,,,,,,12858.0,,,,,,,,8600000US12858,12858.0,ZCTA5 12858,
1965,,,,,,12859.0,,,,,,,,8600000US12859,12859.0,ZCTA5 12859,55776.0
1966,,,,,,12860.0,,,,,,,,8600000US12860,12860.0,ZCTA5 12860,38043.0
1967,,,,,,12861.0,,,,,,,,8600000US12861,12861.0,ZCTA5 12861,63125.0
1968,,,,,,12862.0,,,,,,,,8600000US12862,12862.0,ZCTA5 12862,
1969,,,,,,12863.0,,,,,,,,8600000US12863,12863.0,ZCTA5 12863,69125.0
1970,,,,,,12864.0,,,,,,,,8600000US12864,12864.0,ZCTA5 12864,
1971,,,,,,12865.0,,,,,,,,8600000US12865,12865.0,ZCTA5 12865,57000.0
1972,,,,,,12866.0,,,,,,,,8600000US12866,12866.0,ZCTA5 12866,70515.0
1973,,,,,,12870.0,,,,,,,,8600000US12870,12870.0,ZCTA5 12870,55938.0
1974,,,,,,12871.0,,,,,,,,8600000US12871,12871.0,ZCTA5 12871,64653.0
1975,,,,,,12872.0,,,,,,,,8600000US12872,12872.0,ZCTA5 12872,28750.0
1976,,,,,,12873.0,,,,,,,,8600000US12873,12873.0,ZCTA5 12873,48750.0
1977,,,,,,12874.0,,,,,,,,8600000US12874,12874.0,ZCTA5 12874,69583.0
1978,,,,,,12878.0,,,,,,,,8600000US12878,12878.0,ZCTA5 12878,50500.0
1979,,,,,,12883.0,,,,,,,,8600000US12883,12883.0,ZCTA5 12883,52936.0
1980,,,,,,12884.0,,,,,,,,8600000US12884,12884.0,ZCTA5 12884,46250.0
1981,,,,,,12885.0,,,,,,,,8600000US12885,12885.0,ZCTA5 12885,53232.0
1982,,,,,,12886.0,,,,,,,,8600000US12886,12886.0,ZCTA5 12886,
1983,,,,,,12887.0,,,,,,,,8600000US12887,12887.0,ZCTA5 12887,47440.0
1984,,,,,,12901.0,,,,,,,,8600000US12901,12901.0,ZCTA5 12901,43642.0
1985,,,,,,12903.0,,,,,,,,8600000US12903,12903.0,ZCTA5 12903,50583.0
1986,,,,,,12910.0,,,,,,,,8600000US12910,12910.0,ZCTA5 12910,56447.0
1987,,,,,,12911.0,,,,,,,,8600000US12911,12911.0,ZCTA5 12911,
1988,,,,,,12912.0,,,,,,,,8600000US12912,12912.0,ZCTA5 12912,50714.0
1989,,,,,,12913.0,,,,,,,,8600000US12913,12913.0,ZCTA5 12913,55761.0
1990,,,,,,12914.0,,,,,,,,8600000US12914,12914.0,ZCTA5 12914,50208.0
1991,,,,,,12916.0,,,,,,,,8600000US12916,12916.0,ZCTA5 12916,55865.0
1992,,,,,,12917.0,,,,,,,,8600000US12917,12917.0,ZCTA5 12917,55417.0
1993,,,,,,12918.0,,,,,,,,8600000US12918,12918.0,ZCTA5 12918,58906.0
1994,,,,,,12919.0,,,,,,,,8600000US12919,12919.0,ZCTA5 12919,42226.0
1995,,,,,,12920.0,,,,,,,,8600000US12920,12920.0,ZCTA5 12920,50150.0
1996,,,,,,12921.0,,,,,,,,8600000US12921,12921.0,ZCTA5 12921,63750.0
1997,,,,,,12922.0,,,,,,,,8600000US12922,12922.0,ZCTA5 12922,53125.0
1998,,,,,,12923.0,,,,,,,,8600000US12923,12923.0,ZCTA5 12923,40375.0
1999,,,,,,12924.0,,,,,,,,8600000US12924,12924.0,ZCTA5 12924,39479.0
2000,,,,,,12926.0,,,,,,,,8600000US12926,12926.0,ZCTA5 12926,50500.0
2001,,,,,,12927.0,,,,,,,,8600000US12927,12927.0,ZCTA5 12927,43750.0
2002,,,,,,12928.0,,,,,,,,8600000US12928,12928.0,ZCTA5 12928,44669.0
2003,,,,,,12929.0,,,,,,,,8600000US12929,12929.0,ZCTA5 12929,45795.0
2004,,,,,,12930.0,,,,,,,,8600000US12930,12930.0,ZCTA5 12930,45357.0
2005,,,,,,12932.0,,,,,,,,8600000US12932,12932.0,ZCTA5 12932,46875.0
2006,,,,,,12933.0,,,,,,,,8600000US12933,12933.0,ZCTA5 12933,
2007,,,,,,12934.0,,,,,,,,8600000US12934,12934.0,ZCTA5 12934,38393.0
2008,,,,,,12935.0,,,,,,,,8600000US12935,12935.0,ZCTA5 12935,48514.0
2009,,,,,,12936.0,,,,,,,,8600000US12936,12936.0,ZCTA5 12936,60147.0
2010,,,,,,12937.0,,,,,,,,8600000US12937,12937.0,ZCTA5 12937,40719.0
2011,,,,,,12939.0,,,,,,,,8600000US12939,12939.0,ZCTA5 12939,54688.0
2012,,,,,,12941.0,,,,,,,,8600000US12941,12941.0,ZCTA5 12941,61250.0
2013,,,,,,12942.0,,,,,,,,8600000US12942,12942.0,ZCTA5 12942,47050.0
2014,,,,,,12943.0,,,,,,,,8600000US12943,12943.0,ZCTA5 12943,51591.0
2015,,,,,,12944.0,,,,,,,,8600000US12944,12944.0,ZCTA5 12944,47197.0
2016,,,,,,12945.0,,,,,,,,8600000US12945,12945.0,ZCTA5 12945,71250.0
2017,,,,,,12946.0,,,,,,,,8600000US12946,12946.0,ZCTA5 12946,55917.0
2018,,,,,,12950.0,,,,,,,,8600000US12950,12950.0,ZCTA5 12950,46667.0
2019,,,,,,12952.0,,,,,,,,8600000US12952,12952.0,ZCTA5 12952,42813.0
2020,,,,,,12953.0,,,,,,,,8600000US12953,12953.0,ZCTA5 12953,48684.0
2021,,,,,,12955.0,,,,,,,,8600000US12955,12955.0,ZCTA5 12955,64018.0
2022,,,,,,12956.0,,,,,,,,8600000US12956,12956.0,ZCTA5 12956,65125.0
2023,,,,,,12957.0,,,,,,,,8600000US12957,12957.0,ZCTA5 12957,34783.0
2024,,,,,,12958.0,,,,,,,,8600000US12958,12958.0,ZCTA5 12958,40456.0
2025,,,,,,12959.0,,,,,,,,8600000US12959,12959.0,ZCTA5 12959,44286.0
2026,,,,,,12960.0,,,,,,,,8600000US12960,12960.0,ZCTA5 12960,75781.0
2027,,,,,,12961.0,,,,,,,,8600000US12961,12961.0,ZCTA5 12961,
2028,,,,,,12962.0,,,,,,,,8600000US12962,12962.0,ZCTA5 12962,68852.0
2029,,,,,,12964.0,,,,,,,,8600000US12964,12964.0,ZCTA5 12964,
2030,,,,,,12965.0,,,,,,,,8600000US12965,12965.0,ZCTA5 12965,38542.0
2031,,,,,,12966.0,,,,,,,,8600000US12966,12966.0,ZCTA5 12966,42200.0
2032,,,,,,12967.0,,,,,,,,8600000US12967,12967.0,ZCTA5 12967,44145.0
2033,,,,,,12969.0,,,,,,,,8600000US12969,12969.0,ZCTA5 12969,40250.0
2034,,,,,,12970.0,,,,,,,,8600000US12970,12970.0,ZCTA5 12970,45000.0
2035,,,,,,12972.0,,,,,,,,8600000US12972,12972.0,ZCTA5 12972,66141.0
2036,,,,,,12973.0,,,,,,,,8600000US12973,12973.0,ZCTA5 12973,60000.0
2037,,,,,,12974.0,,,,,,,,8600000US12974,12974.0,ZCTA5 12974,40500.0
2038,,,,,,12975.0,,,,,,,,8600000US12975,12975.0,ZCTA5 12975,70509.0
2039,,,,,,12976.0,,,,,,,,8600000US12976,12976.0,ZCTA5 12976,61250.0
2040,,,,,,12977.0,,,,,,,,8600000US12977,12977.0,ZCTA5 12977,
2041,,,,,,12978.0,,,,,,,,8600000US12978,12978.0,ZCTA5 12978,
2042,,,,,,12979.0,,,,,,,,8600000US12979,12979.0,ZCTA5 12979,64417.0
2043,,,,,,12980.0,,,,,,,,8600000US12980,12980.0,ZCTA5 12980,40774.0
2044,,,,,,12981.0,,,,,,,,8600000US12981,12981.0,ZCTA5 12981,54886.0
2045,,,,,,12983.0,,,,,,,,8600000US12983,12983.0,ZCTA5 12983,50833.0
2046,,,,,,12985.0,,,,,,,,8600000US12985,12985.0,ZCTA5 12985,39722.0
2047,,,,,,12986.0,,,,,,,,8600000US12986,12986.0,ZCTA5 12986,50958.0
2048,,,,,,12987.0,,,,,,,,8600000US12987,12987.0,ZCTA5 12987,33942.0
2049,,,,,,12989.0,,,,,,,,8600000US12989,12989.0,ZCTA5 12989,62656.0
2050,,,,,,12992.0,,,,,,,,8600000US12992,12992.0,ZCTA5 12992,50403.0
2051,,,,,,12993.0,,,,,,,,8600000US12993,12993.0,ZCTA5 12993,43704.0
2052,,,,,,12996.0,,,,,,,,8600000US12996,12996.0,ZCTA5 12996,44643.0
2053,,,,,,12997.0,,,,,,,,8600000US12997,12997.0,ZCTA5 12997,65850.0
2054,,,,,,12998.0,,,,,,,,8600000US12998,12998.0,ZCTA5 12998,27684.0
2055,,,,,,13020.0,,,,,,,,8600000US13020,13020.0,ZCTA5 13020,45750.0
2056,,,,,,13021.0,,,,,,,,8600000US13021,13021.0,ZCTA5 13021,47486.0
2057,,,,,,13024.0,,,,,,,,8600000US13024,13024.0,ZCTA5 13024,
2058,,,,,,13026.0,,,,,,,,8600000US13026,13026.0,ZCTA5 13026,65750.0
2059,,,,,,13027.0,,,,,,,,8600000US13027,13027.0,ZCTA5 13027,69368.0
2060,,,,,,13028.0,,,,,,,,8600000US13028,13028.0,ZCTA5 13028,40000.0
2061,,,,,,13029.0,,,,,,,,8600000US13029,13029.0,ZCTA5 13029,68729.0
2062,,,,,,13030.0,,,,,,,,8600000US13030,13030.0,ZCTA5 13030,60871.0
2063,,,,,,13031.0,,,,,,,,8600000US13031,13031.0,ZCTA5 13031,70259.0
2064,,,,,,13032.0,,,,,,,,8600000US13032,13032.0,ZCTA5 13032,51581.0
2065,,,,,,13033.0,,,,,,,,8600000US13033,13033.0,ZCTA5 13033,60326.0
2066,,,,,,13034.0,,,,,,,,8600000US13034,13034.0,ZCTA5 13034,57000.0
2067,,,,,,13035.0,,,,,,,,8600000US13035,13035.0,ZCTA5 13035,70168.0
2068,,,,,,13036.0,,,,,,,,8600000US13036,13036.0,ZCTA5 13036,51722.0
2069,,,,,,13037.0,,,,,,,,8600000US13037,13037.0,ZCTA5 13037,64508.0
2070,,,,,,13039.0,,,,,,,,8600000US13039,13039.0,ZCTA5 13039,79474.0
2071,,,,,,13040.0,,,,,,,,8600000US13040,13040.0,ZCTA5 13040,46369.0
2072,,,,,,13041.0,,,,,,,,8600000US13041,13041.0,ZCTA5 13041,78929.0
2073,,,,,,13042.0,,,,,,,,8600000US13042,13042.0,ZCTA5 13042,55625.0
2074,,,,,,13044.0,,,,,,,,8600000US13044,13044.0,ZCTA5 13044,61027.0
2075,,,,,,13045.0,,,,,,,,8600000US13045,13045.0,ZCTA5 13045,46204.0
2076,,,,,,13051.0,,,,,,,,8600000US13051,13051.0,ZCTA5 13051,
2077,,,,,,13052.0,,,,,,,,8600000US13052,13052.0,ZCTA5 13052,53958.0
2078,,,,,,13053.0,,,,,,,,8600000US13053,13053.0,ZCTA5 13053,62917.0
2079,,,,,,13054.0,,,,,,,,8600000US13054,13054.0,ZCTA5 13054,51897.0
2080,,,,,,13057.0,,,,,,,,8600000US13057,13057.0,ZCTA5 13057,55848.0
2081,,,,,,13060.0,,,,,,,,8600000US13060,13060.0,ZCTA5 13060,57083.0
2082,,,,,,13061.0,,,,,,,,8600000US13061,13061.0,ZCTA5 13061,59861.0
2083,,,,,,13062.0,,,,,,,,8600000US13062,13062.0,ZCTA5 13062,
2084,,,,,,13063.0,,,,,,,,8600000US13063,13063.0,ZCTA5 13063,78352.0
2085,,,,,,13064.0,,,,,,,,8600000US13064,13064.0,ZCTA5 13064,
2086,,,,,,13066.0,,,,,,,,8600000US13066,13066.0,ZCTA5 13066,77004.0
2087,,,,,,13068.0,,,,,,,,8600000US13068,13068.0,ZCTA5 13068,65813.0
2088,,,,,,13069.0,,,,,,,,8600000US13069,13069.0,ZCTA5 13069,43858.0
2089,,,,,,13071.0,,,,,,,,8600000US13071,13071.0,ZCTA5 13071,63750.0
2090,,,,,,13072.0,,,,,,,,8600000US13072,13072.0,ZCTA5 13072,50938.0
2091,,,,,,13073.0,,,,,,,,8600000US13073,13073.0,ZCTA5 13073,54133.0
2092,,,,,,13074.0,,,,,,,,8600000US13074,13074.0,ZCTA5 13074,50992.0
2093,,,,,,13076.0,,,,,,,,8600000US13076,13076.0,ZCTA5 13076,51694.0
2094,,,,,,13077.0,,,,,,,,8600000US13077,13077.0,ZCTA5 13077,57366.0
2095,,,,,,13078.0,,,,,,,,8600000US13078,13078.0,ZCTA5 13078,83558.0
2096,,,,,,13080.0,,,,,,,,8600000US13080,13080.0,ZCTA5 13080,58889.0
2097,,,,,,13081.0,,,,,,,,8600000US13081,13081.0,ZCTA5 13081,58173.0
2098,,,,,,13082.0,,,,,,,,8600000US13082,13082.0,ZCTA5 13082,58077.0
2099,,,,,,13083.0,,,,,,,,8600000US13083,13083.0,ZCTA5 13083,49952.0
2100,,,,,,13084.0,,,,,,,,8600000US13084,13084.0,ZCTA5 13084,66513.0
2101,,,,,,13087.0,,,,,,,,8600000US13087,13087.0,ZCTA5 13087,133750.0
2102,,,,,,13088.0,,,,,,,,8600000US13088,13088.0,ZCTA5 13088,53091.0
2103,,,,,,13090.0,,,,,,,,8600000US13090,13090.0,ZCTA5 13090,68411.0
2104,,,,,,13092.0,,,,,,,,8600000US13092,13092.0,ZCTA5 13092,63125.0
2105,,,,,,13101.0,,,,,,,,8600000US13101,13101.0,ZCTA5 13101,60344.0
2106,,,,,,13102.0,,,,,,,,8600000US13102,13102.0,ZCTA5 13102,
2107,,,,,,13103.0,,,,,,,,8600000US13103,13103.0,ZCTA5 13103,
2108,,,,,,13104.0,,,,,,,,8600000US13104,13104.0,ZCTA5 13104,99631.0
2109,,,,,,13108.0,,,,,,,,8600000US13108,13108.0,ZCTA5 13108,75278.0
2110,,,,,,13110.0,,,,,,,,8600000US13110,13110.0,ZCTA5 13110,70769.0
2111,,,,,,13111.0,,,,,,,,8600000US13111,13111.0,ZCTA5 13111,52019.0
2112,,,,,,13112.0,,,,,,,,8600000US13112,13112.0,ZCTA5 13112,55000.0
2113,,,,,,13113.0,,,,,,,,8600000US13113,13113.0,ZCTA5 13113,61875.0
2114,,,,,,13114.0,,,,,,,,8600000US13114,13114.0,ZCTA5 13114,52188.0
2115,,,,,,13115.0,,,,,,,,8600000US13115,13115.0,ZCTA5 13115,40833.0
2116,,,,,,13116.0,,,,,,,,8600000US13116,13116.0,ZCTA5 13116,59209.0
2117,,,,,,13117.0,,,,,,,,8600000US13117,13117.0,ZCTA5 13117,54750.0
2118,,,,,,13118.0,,,,,,,,8600000US13118,13118.0,ZCTA5 13118,56375.0
2119,,,,,,13120.0,,,,,,,,8600000US13120,13120.0,ZCTA5 13120,55795.0
2120,,,,,,13122.0,,,,,,,,8600000US13122,13122.0,ZCTA5 13122,61518.0
2121,,,,,,13123.0,,,,,,,,8600000US13123,13123.0,ZCTA5 13123,66875.0
2122,,,,,,13124.0,,,,,,,,8600000US13124,13124.0,ZCTA5 13124,46094.0
2123,,,,,,13126.0,,,,,,,,8600000US13126,13126.0,ZCTA5 13126,47467.0
2124,,,,,,13131.0,,,,,,,,8600000US13131,13131.0,ZCTA5 13131,51847.0
2125,,,,,,13132.0,,,,,,,,8600000US13132,13132.0,ZCTA5 13132,57688.0
2126,,,,,,13134.0,,,,,,,,8600000US13134,13134.0,ZCTA5 13134,44583.0
2127,,,,,,13135.0,,,,,,,,8600000US13135,13135.0,ZCTA5 13135,49576.0
2128,,,,,,13136.0,,,,,,,,8600000US13136,13136.0,ZCTA5 13136,42212.0
2129,,,,,,13138.0,,,,,,,,8600000US13138,13138.0,ZCTA5 13138,
2130,,,,,,13140.0,,,,,,,,8600000US13140,13140.0,ZCTA5 13140,49681.0
2131,,,,,,13141.0,,,,,,,,8600000US13141,13141.0,ZCTA5 13141,44853.0
2132,,,,,,13142.0,,,,,,,,8600000US13142,13142.0,ZCTA5 13142,45542.0
2133,,,,,,13143.0,,,,,,,,8600000US13143,13143.0,ZCTA5 13143,46944.0
2134,,,,,,13144.0,,,,,,,,8600000US13144,13144.0,ZCTA5 13144,43404.0
2135,,,,,,13145.0,,,,,,,,8600000US13145,13145.0,ZCTA5 13145,44313.0
2136,,,,,,13146.0,,,,,,,,8600000US13146,13146.0,ZCTA5 13146,44954.0
2137,,,,,,13147.0,,,,,,,,8600000US13147,13147.0,ZCTA5 13147,66875.0
2138,,,,,,13148.0,,,,,,,,8600000US13148,13148.0,ZCTA5 13148,49393.0
2139,,,,,,13152.0,,,,,,,,8600000US13152,13152.0,ZCTA5 13152,86380.0
2140,,,,,,13153.0,,,,,,,,8600000US13153,13153.0,ZCTA5 13153,47250.0
2141,,,,,,13155.0,,,,,,,,8600000US13155,13155.0,ZCTA5 13155,45179.0
2142,,,,,,13156.0,,,,,,,,8600000US13156,13156.0,ZCTA5 13156,55773.0
2143,,,,,,13157.0,,,,,,,,8600000US13157,13157.0,ZCTA5 13157,39750.0
2144,,,,,,13158.0,,,,,,,,8600000US13158,13158.0,ZCTA5 13158,45500.0
2145,,,,,,13159.0,,,,,,,,8600000US13159,13159.0,ZCTA5 13159,72745.0
2146,,,,,,13160.0,,,,,,,,8600000US13160,13160.0,ZCTA5 13160,64630.0
2147,,,,,,13162.0,,,,,,,,8600000US13162,13162.0,ZCTA5 13162,81571.0
2148,,,,,,13163.0,,,,,,,,8600000US13163,13163.0,ZCTA5 13163,49444.0
2149,,,,,,13164.0,,,,,,,,8600000US13164,13164.0,ZCTA5 13164,72750.0
2150,,,,,,13165.0,,,,,,,,8600000US13165,13165.0,ZCTA5 13165,48344.0
2151,,,,,,13166.0,,,,,,,,8600000US13166,13166.0,ZCTA5 13166,56628.0
2152,,,,,,13167.0,,,,,,,,8600000US13167,13167.0,ZCTA5 13167,51250.0
2153,,,,,,13202.0,,,,,,,,8600000US13202,13202.0,ZCTA5 13202,15565.0
2154,,,,,,13203.0,,,,,,,,8600000US13203,13203.0,ZCTA5 13203,30731.0
2155,,,,,,13204.0,,,,,,,,8600000US13204,13204.0,ZCTA5 13204,28220.0
2156,,,,,,13205.0,,,,,,,,8600000US13205,13205.0,ZCTA5 13205,30284.0
2157,,,,,,13206.0,,,,,,,,8600000US13206,13206.0,ZCTA5 13206,38264.0
2158,,,,,,13207.0,,,,,,,,8600000US13207,13207.0,ZCTA5 13207,44741.0
2159,,,,,,13208.0,,,,,,,,8600000US13208,13208.0,ZCTA5 13208,32526.0
2160,,,,,,13209.0,,,,,,,,8600000US13209,13209.0,ZCTA5 13209,52218.0
2161,,,,,,13210.0,,,,,,,,8600000US13210,13210.0,ZCTA5 13210,25229.0
2162,,,,,,13211.0,,,,,,,,8600000US13211,13211.0,ZCTA5 13211,44579.0
2163,,,,,,13212.0,,,,,,,,8600000US13212,13212.0,ZCTA5 13212,51997.0
2164,,,,,,13214.0,,,,,,,,8600000US13214,13214.0,ZCTA5 13214,68424.0
2165,,,,,,13215.0,,,,,,,,8600000US13215,13215.0,ZCTA5 13215,82421.0
2166,,,,,,13219.0,,,,,,,,8600000US13219,13219.0,ZCTA5 13219,59590.0
2167,,,,,,13224.0,,,,,,,,8600000US13224,13224.0,ZCTA5 13224,51591.0
2168,,,,,,13290.0,,,,,,,,8600000US13290,13290.0,ZCTA5 13290,
2169,,,,,,13301.0,,,,,,,,8600000US13301,13301.0,ZCTA5 13301,74107.0
2170,,,,,,13302.0,,,,,,,,8600000US13302,13302.0,ZCTA5 13302,48594.0
2171,,,,,,13303.0,,,,,,,,8600000US13303,13303.0,ZCTA5 13303,64107.0
2172,,,,,,13304.0,,,,,,,,8600000US13304,13304.0,ZCTA5 13304,80469.0
2173,,,,,,13305.0,,,,,,,,8600000US13305,13305.0,ZCTA5 13305,90000.0
2174,,,,,,13308.0,,,,,,,,8600000US13308,13308.0,ZCTA5 13308,40585.0
2175,,,,,,13309.0,,,,,,,,8600000US13309,13309.0,ZCTA5 13309,53829.0
2176,,,,,,13310.0,,,,,,,,8600000US13310,13310.0,ZCTA5 13310,48188.0
2177,,,,,,13312.0,,,,,,,,8600000US13312,13312.0,ZCTA5 13312,40882.0
2178,,,,,,13313.0,,,,,,,,8600000US13313,13313.0,ZCTA5 13313,38438.0
2179,,,,,,13314.0,,,,,,,,8600000US13314,13314.0,ZCTA5 13314,43542.0
2180,,,,,,13315.0,,,,,,,,8600000US13315,13315.0,ZCTA5 13315,49861.0
2181,,,,,,13316.0,,,,,,,,8600000US13316,13316.0,ZCTA5 13316,44719.0
2182,,,,,,13317.0,,,,,,,,8600000US13317,13317.0,ZCTA5 13317,50900.0
2183,,,,,,13318.0,,,,,,,,8600000US13318,13318.0,ZCTA5 13318,58864.0
2184,,,,,,13319.0,,,,,,,,8600000US13319,13319.0,ZCTA5 13319,40833.0
2185,,,,,,13320.0,,,,,,,,8600000US13320,13320.0,ZCTA5 13320,55781.0
2186,,,,,,13321.0,,,,,,,,8600000US13321,13321.0,ZCTA5 13321,50168.0
2187,,,,,,13322.0,,,,,,,,8600000US13322,13322.0,ZCTA5 13322,45368.0
2188,,,,,,13323.0,,,,,,,,8600000US13323,13323.0,ZCTA5 13323,63169.0
2189,,,,,,13324.0,,,,,,,,8600000US13324,13324.0,ZCTA5 13324,37267.0
2190,,,,,,13325.0,,,,,,,,8600000US13325,13325.0,ZCTA5 13325,50391.0
2191,,,,,,13326.0,,,,,,,,8600000US13326,13326.0,ZCTA5 13326,60268.0
2192,,,,,,13327.0,,,,,,,,8600000US13327,13327.0,ZCTA5 13327,43676.0
2193,,,,,,13328.0,,,,,,,,8600000US13328,13328.0,ZCTA5 13328,55313.0
2194,,,,,,13329.0,,,,,,,,8600000US13329,13329.0,ZCTA5 13329,43295.0
2195,,,,,,13331.0,,,,,,,,8600000US13331,13331.0,ZCTA5 13331,74063.0
2196,,,,,,13332.0,,,,,,,,8600000US13332,13332.0,ZCTA5 13332,44114.0
2197,,,,,,13333.0,,,,,,,,8600000US13333,13333.0,ZCTA5 13333,60125.0
2198,,,,,,13334.0,,,,,,,,8600000US13334,13334.0,ZCTA5 13334,53750.0
2199,,,,,,13335.0,,,,,,,,8600000US13335,13335.0,ZCTA5 13335,57292.0
2200,,,,,,13337.0,,,,,,,,8600000US13337,13337.0,ZCTA5 13337,51932.0
2201,,,,,,13338.0,,,,,,,,8600000US13338,13338.0,ZCTA5 13338,47721.0
2202,,,,,,13339.0,,,,,,,,8600000US13339,13339.0,ZCTA5 13339,42936.0
2203,,,,,,13340.0,,,,,,,,8600000US13340,13340.0,ZCTA5 13340,45429.0
2204,,,,,,13341.0,,,,,,,,8600000US13341,13341.0,ZCTA5 13341,107938.0
2205,,,,,,13342.0,,,,,,,,8600000US13342,13342.0,ZCTA5 13342,56667.0
2206,,,,,,13343.0,,,,,,,,8600000US13343,13343.0,ZCTA5 13343,51576.0
2207,,,,,,13345.0,,,,,,,,8600000US13345,13345.0,ZCTA5 13345,
2208,,,,,,13346.0,,,,,,,,8600000US13346,13346.0,ZCTA5 13346,70227.0
2209,,,,,,13348.0,,,,,,,,8600000US13348,13348.0,ZCTA5 13348,42604.0
2210,,,,,,13350.0,,,,,,,,8600000US13350,13350.0,ZCTA5 13350,43988.0
2211,,,,,,13352.0,,,,,,,,8600000US13352,13352.0,ZCTA5 13352,
2212,,,,,,13353.0,,,,,,,,8600000US13353,13353.0,ZCTA5 13353,34375.0
2213,,,,,,13354.0,,,,,,,,8600000US13354,13354.0,ZCTA5 13354,69788.0
2214,,,,,,13355.0,,,,,,,,8600000US13355,13355.0,ZCTA5 13355,42672.0
2215,,,,,,13357.0,,,,,,,,8600000US13357,13357.0,ZCTA5 13357,42627.0
2216,,,,,,13360.0,,,,,,,,8600000US13360,13360.0,ZCTA5 13360,41406.0
2217,,,,,,13361.0,,,,,,,,8600000US13361,13361.0,ZCTA5 13361,51500.0
2218,,,,,,13362.0,,,,,,,,8600000US13362,13362.0,ZCTA5 13362,
2219,,,,,,13363.0,,,,,,,,8600000US13363,13363.0,ZCTA5 13363,58947.0
2220,,,,,,13364.0,,,,,,,,8600000US13364,13364.0,ZCTA5 13364,40625.0
2221,,,,,,13365.0,,,,,,,,8600000US13365,13365.0,ZCTA5 13365,43922.0
2222,,,,,,13367.0,,,,,,,,8600000US13367,13367.0,ZCTA5 13367,54543.0
2223,,,,,,13368.0,,,,,,,,8600000US13368,13368.0,ZCTA5 13368,45772.0
