,BINs,Type,Score,S_EUI,BBL,ZIP,ED_Visits,UnitsTotal,YearBuilt,Tract2010,XCoord,YCoord,avg,Id,Id2,code,med_inc
1332,,,,,,10990.0,,,,,,,,8600000US10990,10990.0,ZCTA5 10990,88452.0
1333,,,,,,10992.0,,,,,,,,8600000US10992,10992.0,ZCTA5 10992,84830.0
1334,,,,,,10993.0,,,,,,,,8600000US10993,10993.0,ZCTA5 10993,64627.0
1335,,,,,,10994.0,,,,,,,,8600000US10994,10994.0,ZCTA5 10994,130060.0
1336,,,,,,10996.0,,,,,,,,8600000US10996,10996.0,ZCTA5 10996,100385.0
1337,,,,,,10998.0,,,,,,,,8600000US10998,10998.0,ZCTA5 10998,98036.0
1338,,,,,,11001.0,,,,,,,,8600000US11001,11001.0,ZCTA5 11001,99691.0
1339,,,,,,11003.0,,,,,,,,8600000US11003,11003.0,ZCTA5 11003,89831.0
1340,,,,,,11004.0,,,,,,,,8600000US11004,11004.0,ZCTA5 11004,85968.0
1341,,,,,,11005.0,,,,,,,,8600000US11005,11005.0,ZCTA5 11005,58894.0
1342,,,,,,11010.0,,,,,,,,8600000US11010,11010.0,ZCTA5 11010,97741.0
1343,,,,,,11020.0,,,,,,,,8600000US11020,11020.0,ZCTA5 11020,123438.0
1344,,,,,,11021.0,,,,,,,,8600000US11021,11021.0,ZCTA5 11021,90993.0
1345,,,,,,11023.0,,,,,,,,8600000US11023,11023.0,ZCTA5 11023,106699.0
1346,,,,,,11024.0,,,,,,,,8600000US11024,11024.0,ZCTA5 11024,94243.0
1347,,,,,,11030.0,,,,,,,,8600000US11030,11030.0,ZCTA5 11030,161786.0
1348,,,,,,11040.0,,,,,,,,8600000US11040,11040.0,ZCTA5 11040,106654.0
1349,,,,,,11042.0,,,,,,,,8600000US11042,11042.0,ZCTA5 11042,
1350,,,,,,11050.0,,,,,,,,8600000US11050,11050.0,ZCTA5 11050,104261.0
1351,,,,,,11096.0,,,,,,,,8600000US11096,11096.0,ZCTA5 11096,48449.0
1352,,,,,,11104.0,,,,,,,,8600000US11104,11104.0,ZCTA5 11104,55294.0
1353,,,,,,11105.0,,,,,,,,8600000US11105,11105.0,ZCTA5 11105,61646.0
1354,,,,,,11109.0,,,,,,,,8600000US11109,11109.0,ZCTA5 11109,129505.0
1355,,,,,,11204.0,,,,,,,,8600000US11204,11204.0,ZCTA5 11204,46560.0
1356,,,,,,11209.0,,,,,,,,8600000US11209,11209.0,ZCTA5 11209,62761.0
1357,,,,,,11212.0,,,,,,,,8600000US11212,11212.0,ZCTA5 11212,28207.0
1358,,,,,,11214.0,,,,,,,,8600000US11214,11214.0,ZCTA5 11214,49828.0
1359,,,,,,11216.0,,,,,,,,8600000US11216,11216.0,ZCTA5 11216,47107.0
1360,,,,,,11221.0,,,,,,,,8600000US11221,11221.0,ZCTA5 11221,40635.0
1361,,,,,,11224.0,,,,,,,,8600000US11224,11224.0,ZCTA5 11224,28006.0
1362,,,,,,11228.0,,,,,,,,8600000US11228,11228.0,ZCTA5 11228,64250.0
1363,,,,,,11233.0,,,,,,,,8600000US11233,11233.0,ZCTA5 11233,33745.0
1364,,,,,,11239.0,,,,,,,,8600000US11239,11239.0,ZCTA5 11239,26186.0
1365,,,,,,11351.0,,,,,,,,8600000US11351,11351.0,ZCTA5 11351,
1366,,,,,,11358.0,,,,,,,,8600000US11358,11358.0,ZCTA5 11358,65258.0
1367,,,,,,11359.0,,,,,,,,8600000US11359,11359.0,ZCTA5 11359,
1368,,,,,,11360.0,,,,,,,,8600000US11360,11360.0,ZCTA5 11360,80235.0
1369,,,,,,11362.0,,,,,,,,8600000US11362,11362.0,ZCTA5 11362,86758.0
1370,,,,,,11363.0,,,,,,,,8600000US11363,11363.0,ZCTA5 11363,89219.0
1371,,,,,,11364.0,,,,,,,,8600000US11364,11364.0,ZCTA5 11364,72477.0
1372,,,,,,11366.0,,,,,,,,8600000US11366,11366.0,ZCTA5 11366,72486.0
1373,,,,,,11367.0,,,,,,,,8600000US11367,11367.0,ZCTA5 11367,56557.0
1374,,,,,,11369.0,,,,,,,,8600000US11369,11369.0,ZCTA5 11369,52310.0
1375,,,,,,11371.0,,,,,,,,8600000US11371,11371.0,ZCTA5 11371,
1376,,,,,,11379.0,,,,,,,,8600000US11379,11379.0,ZCTA5 11379,71551.0
1377,,,,,,11411.0,,,,,,,,8600000US11411,11411.0,ZCTA5 11411,81149.0
1378,,,,,,11412.0,,,,,,,,8600000US11412,11412.0,ZCTA5 11412,72458.0
1379,,,,,,11414.0,,,,,,,,8600000US11414,11414.0,ZCTA5 11414,68374.0
1380,,,,,,11416.0,,,,,,,,8600000US11416,11416.0,ZCTA5 11416,58392.0
1381,,,,,,11417.0,,,,,,,,8600000US11417,11417.0,ZCTA5 11417,62057.0
1382,,,,,,11419.0,,,,,,,,8600000US11419,11419.0,ZCTA5 11419,58266.0
1383,,,,,,11420.0,,,,,,,,8600000US11420,11420.0,ZCTA5 11420,59660.0
1384,,,,,,11421.0,,,,,,,,8600000US11421,11421.0,ZCTA5 11421,60996.0
1385,,,,,,11424.0,,,,,,,,8600000US11424,11424.0,ZCTA5 11424,
1386,,,,,,11425.0,,,,,,,,8600000US11425,11425.0,ZCTA5 11425,
1387,,,,,,11426.0,,,,,,,,8600000US11426,11426.0,ZCTA5 11426,77146.0
1388,,,,,,11427.0,,,,,,,,8600000US11427,11427.0,ZCTA5 11427,66007.0
1389,,,,,,11429.0,,,,,,,,8600000US11429,11429.0,ZCTA5 11429,68684.0
1390,,,,,,11430.0,,,,,,,,8600000US11430,11430.0,ZCTA5 11430,
1391,,,,,,11433.0,,,,,,,,8600000US11433,11433.0,ZCTA5 11433,42964.0
1392,,,,,,11436.0,,,,,,,,8600000US11436,11436.0,ZCTA5 11436,64005.0
1393,,,,,,11451.0,,,,,,,,8600000US11451,11451.0,ZCTA5 11451,
1394,,,,,,11501.0,,,,,,,,8600000US11501,11501.0,ZCTA5 11501,89347.0
1395,,,,,,11507.0,,,,,,,,8600000US11507,11507.0,ZCTA5 11507,111875.0
1396,,,,,,11509.0,,,,,,,,8600000US11509,11509.0,ZCTA5 11509,135750.0
1397,,,,,,11510.0,,,,,,,,8600000US11510,11510.0,ZCTA5 11510,93768.0
1398,,,,,,11514.0,,,,,,,,8600000US11514,11514.0,ZCTA5 11514,97692.0
1399,,,,,,11516.0,,,,,,,,8600000US11516,11516.0,ZCTA5 11516,95720.0
1400,,,,,,11518.0,,,,,,,,8600000US11518,11518.0,ZCTA5 11518,92901.0
1401,,,,,,11520.0,,,,,,,,8600000US11520,11520.0,ZCTA5 11520,72628.0
1402,,,,,,11530.0,,,,,,,,8600000US11530,11530.0,ZCTA5 11530,139821.0
1403,,,,,,11542.0,,,,,,,,8600000US11542,11542.0,ZCTA5 11542,68647.0
1404,,,,,,11545.0,,,,,,,,8600000US11545,11545.0,ZCTA5 11545,142219.0
1405,,,,,,11547.0,,,,,,,,8600000US11547,11547.0,ZCTA5 11547,115917.0
1406,,,,,,11548.0,,,,,,,,8600000US11548,11548.0,ZCTA5 11548,100893.0
1407,,,,,,11549.0,,,,,,,,8600000US11549,11549.0,ZCTA5 11549,
1408,,,,,,11550.0,,,,,,,,8600000US11550,11550.0,ZCTA5 11550,57003.0
1409,,,,,,11552.0,,,,,,,,8600000US11552,11552.0,ZCTA5 11552,97254.0
1410,,,,,,11553.0,,,,,,,,8600000US11553,11553.0,ZCTA5 11553,70201.0
1411,,,,,,11554.0,,,,,,,,8600000US11554,11554.0,ZCTA5 11554,94214.0
1412,,,,,,11556.0,,,,,,,,8600000US11556,11556.0,ZCTA5 11556,
1413,,,,,,11557.0,,,,,,,,8600000US11557,11557.0,ZCTA5 11557,120617.0
1414,,,,,,11558.0,,,,,,,,8600000US11558,11558.0,ZCTA5 11558,72292.0
1415,,,,,,11559.0,,,,,,,,8600000US11559,11559.0,ZCTA5 11559,115252.0
1416,,,,,,11560.0,,,,,,,,8600000US11560,11560.0,ZCTA5 11560,103594.0
1417,,,,,,11561.0,,,,,,,,8600000US11561,11561.0,ZCTA5 11561,89252.0
1418,,,,,,11563.0,,,,,,,,8600000US11563,11563.0,ZCTA5 11563,85194.0
1419,,,,,,11565.0,,,,,,,,8600000US11565,11565.0,ZCTA5 11565,110110.0
1420,,,,,,11566.0,,,,,,,,8600000US11566,11566.0,ZCTA5 11566,125992.0
1421,,,,,,11568.0,,,,,,,,8600000US11568,11568.0,ZCTA5 11568,172750.0
1422,,,,,,11569.0,,,,,,,,8600000US11569,11569.0,ZCTA5 11569,110398.0
1423,,,,,,11570.0,,,,,,,,8600000US11570,11570.0,ZCTA5 11570,107442.0
1424,,,,,,11572.0,,,,,,,,8600000US11572,11572.0,ZCTA5 11572,95750.0
1425,,,,,,11575.0,,,,,,,,8600000US11575,11575.0,ZCTA5 11575,65890.0
1426,,,,,,11576.0,,,,,,,,8600000US11576,11576.0,ZCTA5 11576,152910.0
1427,,,,,,11577.0,,,,,,,,8600000US11577,11577.0,ZCTA5 11577,116667.0
1428,,,,,,11579.0,,,,,,,,8600000US11579,11579.0,ZCTA5 11579,110696.0
1429,,,,,,11580.0,,,,,,,,8600000US11580,11580.0,ZCTA5 11580,90536.0
1430,,,,,,11581.0,,,,,,,,8600000US11581,11581.0,ZCTA5 11581,100787.0
1431,,,,,,11590.0,,,,,,,,8600000US11590,11590.0,ZCTA5 11590,89083.0
1432,,,,,,11596.0,,,,,,,,8600000US11596,11596.0,ZCTA5 11596,110575.0
1433,,,,,,11598.0,,,,,,,,8600000US11598,11598.0,ZCTA5 11598,129907.0
1434,,,,,,11692.0,,,,,,,,8600000US11692,11692.0,ZCTA5 11692,42127.0
1435,,,,,,11693.0,,,,,,,,8600000US11693,11693.0,ZCTA5 11693,53281.0
1436,,,,,,11694.0,,,,,,,,8600000US11694,11694.0,ZCTA5 11694,75094.0
1437,,,,,,11697.0,,,,,,,,8600000US11697,11697.0,ZCTA5 11697,93333.0
1438,,,,,,11701.0,,,,,,,,8600000US11701,11701.0,ZCTA5 11701,73494.0
1439,,,,,,11702.0,,,,,,,,8600000US11702,11702.0,ZCTA5 11702,97294.0
1440,,,,,,11703.0,,,,,,,,8600000US11703,11703.0,ZCTA5 11703,88983.0
1441,,,,,,11704.0,,,,,,,,8600000US11704,11704.0,ZCTA5 11704,81072.0
1442,,,,,,11705.0,,,,,,,,8600000US11705,11705.0,ZCTA5 11705,98321.0
1443,,,,,,11706.0,,,,,,,,8600000US11706,11706.0,ZCTA5 11706,79086.0
1444,,,,,,11709.0,,,,,,,,8600000US11709,11709.0,ZCTA5 11709,101221.0
1445,,,,,,11710.0,,,,,,,,8600000US11710,11710.0,ZCTA5 11710,106204.0
1446,,,,,,11713.0,,,,,,,,8600000US11713,11713.0,ZCTA5 11713,71101.0
1447,,,,,,11714.0,,,,,,,,8600000US11714,11714.0,ZCTA5 11714,88750.0
1448,,,,,,11715.0,,,,,,,,8600000US11715,11715.0,ZCTA5 11715,108009.0
1449,,,,,,11716.0,,,,,,,,8600000US11716,11716.0,ZCTA5 11716,79968.0
1450,,,,,,11717.0,,,,,,,,8600000US11717,11717.0,ZCTA5 11717,70208.0
1451,,,,,,11718.0,,,,,,,,8600000US11718,11718.0,ZCTA5 11718,122692.0
1452,,,,,,11719.0,,,,,,,,8600000US11719,11719.0,ZCTA5 11719,91488.0
1453,,,,,,11720.0,,,,,,,,8600000US11720,11720.0,ZCTA5 11720,91224.0
1454,,,,,,11721.0,,,,,,,,8600000US11721,11721.0,ZCTA5 11721,106786.0
1455,,,,,,11722.0,,,,,,,,8600000US11722,11722.0,ZCTA5 11722,66570.0
1456,,,,,,11724.0,,,,,,,,8600000US11724,11724.0,ZCTA5 11724,200313.0
1457,,,,,,11725.0,,,,,,,,8600000US11725,11725.0,ZCTA5 11725,113613.0
1458,,,,,,11726.0,,,,,,,,8600000US11726,11726.0,ZCTA5 11726,69123.0
1459,,,,,,11727.0,,,,,,,,8600000US11727,11727.0,ZCTA5 11727,75408.0
1460,,,,,,11729.0,,,,,,,,8600000US11729,11729.0,ZCTA5 11729,83122.0
1461,,,,,,11730.0,,,,,,,,8600000US11730,11730.0,ZCTA5 11730,115402.0
1462,,,,,,11731.0,,,,,,,,8600000US11731,11731.0,ZCTA5 11731,99360.0
1463,,,,,,11732.0,,,,,,,,8600000US11732,11732.0,ZCTA5 11732,116125.0
1464,,,,,,11733.0,,,,,,,,8600000US11733,11733.0,ZCTA5 11733,129358.0
1465,,,,,,11735.0,,,,,,,,8600000US11735,11735.0,ZCTA5 11735,91156.0
1466,,,,,,11738.0,,,,,,,,8600000US11738,11738.0,ZCTA5 11738,94522.0
1467,,,,,,11739.0,,,,,,,,8600000US11739,11739.0,ZCTA5 11739,129464.0
1468,,,,,,11740.0,,,,,,,,8600000US11740,11740.0,ZCTA5 11740,89102.0
1469,,,,,,11741.0,,,,,,,,8600000US11741,11741.0,ZCTA5 11741,100133.0
1470,,,,,,11742.0,,,,,,,,8600000US11742,11742.0,ZCTA5 11742,86381.0
1471,,,,,,11743.0,,,,,,,,8600000US11743,11743.0,ZCTA5 11743,113750.0
1472,,,,,,11746.0,,,,,,,,8600000US11746,11746.0,ZCTA5 11746,99414.0
1473,,,,,,11747.0,,,,,,,,8600000US11747,11747.0,ZCTA5 11747,117288.0
1474,,,,,,11749.0,,,,,,,,8600000US11749,11749.0,ZCTA5 11749,87976.0
1475,,,,,,11751.0,,,,,,,,8600000US11751,11751.0,ZCTA5 11751,95191.0
1476,,,,,,11752.0,,,,,,,,8600000US11752,11752.0,ZCTA5 11752,100108.0
1477,,,,,,11753.0,,,,,,,,8600000US11753,11753.0,ZCTA5 11753,145947.0
1478,,,,,,11754.0,,,,,,,,8600000US11754,11754.0,ZCTA5 11754,100101.0
1479,,,,,,11755.0,,,,,,,,8600000US11755,11755.0,ZCTA5 11755,96654.0
1480,,,,,,11756.0,,,,,,,,8600000US11756,11756.0,ZCTA5 11756,100773.0
1481,,,,,,11757.0,,,,,,,,8600000US11757,11757.0,ZCTA5 11757,81330.0
1482,,,,,,11758.0,,,,,,,,8600000US11758,11758.0,ZCTA5 11758,104128.0
1483,,,,,,11762.0,,,,,,,,8600000US11762,11762.0,ZCTA5 11762,112083.0
1484,,,,,,11763.0,,,,,,,,8600000US11763,11763.0,ZCTA5 11763,85450.0
1485,,,,,,11764.0,,,,,,,,8600000US11764,11764.0,ZCTA5 11764,109153.0
1486,,,,,,11765.0,,,,,,,,8600000US11765,11765.0,ZCTA5 11765,137500.0
1487,,,,,,11766.0,,,,,,,,8600000US11766,11766.0,ZCTA5 11766,111397.0
1488,,,,,,11767.0,,,,,,,,8600000US11767,11767.0,ZCTA5 11767,119319.0
1489,,,,,,11768.0,,,,,,,,8600000US11768,11768.0,ZCTA5 11768,117023.0
1490,,,,,,11769.0,,,,,,,,8600000US11769,11769.0,ZCTA5 11769,86000.0
1491,,,,,,11770.0,,,,,,,,8600000US11770,11770.0,ZCTA5 11770,148750.0
1492,,,,,,11771.0,,,,,,,,8600000US11771,11771.0,ZCTA5 11771,118264.0
1493,,,,,,11772.0,,,,,,,,8600000US11772,11772.0,ZCTA5 11772,68077.0
1494,,,,,,11776.0,,,,,,,,8600000US11776,11776.0,ZCTA5 11776,92280.0
1495,,,,,,11777.0,,,,,,,,8600000US11777,11777.0,ZCTA5 11777,112660.0
1496,,,,,,11778.0,,,,,,,,8600000US11778,11778.0,ZCTA5 11778,90658.0
1497,,,,,,11779.0,,,,,,,,8600000US11779,11779.0,ZCTA5 11779,85972.0
1498,,,,,,11780.0,,,,,,,,8600000US11780,11780.0,ZCTA5 11780,107170.0
1499,,,,,,11782.0,,,,,,,,8600000US11782,11782.0,ZCTA5 11782,110869.0
1500,,,,,,11783.0,,,,,,,,8600000US11783,11783.0,ZCTA5 11783,105915.0
1501,,,,,,11784.0,,,,,,,,8600000US11784,11784.0,ZCTA5 11784,89699.0
1502,,,,,,11786.0,,,,,,,,8600000US11786,11786.0,ZCTA5 11786,121875.0
1503,,,,,,11787.0,,,,,,,,8600000US11787,11787.0,ZCTA5 11787,111961.0
1504,,,,,,11788.0,,,,,,,,8600000US11788,11788.0,ZCTA5 11788,105019.0
1505,,,,,,11789.0,,,,,,,,8600000US11789,11789.0,ZCTA5 11789,87955.0
1506,,,,,,11790.0,,,,,,,,8600000US11790,11790.0,ZCTA5 11790,134536.0
1507,,,,,,11791.0,,,,,,,,8600000US11791,11791.0,ZCTA5 11791,151627.0
1508,,,,,,11792.0,,,,,,,,8600000US11792,11792.0,ZCTA5 11792,120997.0
1509,,,,,,11793.0,,,,,,,,8600000US11793,11793.0,ZCTA5 11793,113481.0
1510,,,,,,11794.0,,,,,,,,8600000US11794,11794.0,ZCTA5 11794,
1511,,,,,,11795.0,,,,,,,,8600000US11795,11795.0,ZCTA5 11795,110815.0
1512,,,,,,11796.0,,,,,,,,8600000US11796,11796.0,ZCTA5 11796,104236.0
1513,,,,,,11797.0,,,,,,,,8600000US11797,11797.0,ZCTA5 11797,157216.0
1514,,,,,,11798.0,,,,,,,,8600000US11798,11798.0,ZCTA5 11798,70343.0
1515,,,,,,11801.0,,,,,,,,8600000US11801,11801.0,ZCTA5 11801,93759.0
1516,,,,,,11803.0,,,,,,,,8600000US11803,11803.0,ZCTA5 11803,126536.0
1517,,,,,,11804.0,,,,,,,,8600000US11804,11804.0,ZCTA5 11804,118900.0
1518,,,,,,11901.0,,,,,,,,8600000US11901,11901.0,ZCTA5 11901,55450.0
1519,,,,,,11930.0,,,,,,,,8600000US11930,11930.0,ZCTA5 11930,86083.0
1520,,,,,,11931.0,,,,,,,,8600000US11931,11931.0,ZCTA5 11931,
1521,,,,,,11932.0,,,,,,,,8600000US11932,11932.0,ZCTA5 11932,70461.0
1522,,,,,,11933.0,,,,,,,,8600000US11933,11933.0,ZCTA5 11933,59605.0
1523,,,,,,11934.0,,,,,,,,8600000US11934,11934.0,ZCTA5 11934,90080.0
1524,,,,,,11935.0,,,,,,,,8600000US11935,11935.0,ZCTA5 11935,86125.0
1525,,,,,,11937.0,,,,,,,,8600000US11937,11937.0,ZCTA5 11937,84847.0
1526,,,,,,11939.0,,,,,,,,8600000US11939,11939.0,ZCTA5 11939,72500.0
1527,,,,,,11940.0,,,,,,,,8600000US11940,11940.0,ZCTA5 11940,96607.0
1528,,,,,,11941.0,,,,,,,,8600000US11941,11941.0,ZCTA5 11941,102135.0
1529,,,,,,11942.0,,,,,,,,8600000US11942,11942.0,ZCTA5 11942,88784.0
1530,,,,,,11944.0,,,,,,,,8600000US11944,11944.0,ZCTA5 11944,56029.0
1531,,,,,,11946.0,,,,,,,,8600000US11946,11946.0,ZCTA5 11946,75670.0
1532,,,,,,11947.0,,,,,,,,8600000US11947,11947.0,ZCTA5 11947,
1533,,,,,,11948.0,,,,,,,,8600000US11948,11948.0,ZCTA5 11948,103112.0
1534,,,,,,11949.0,,,,,,,,8600000US11949,11949.0,ZCTA5 11949,105279.0
1535,,,,,,11950.0,,,,,,,,8600000US11950,11950.0,ZCTA5 11950,71088.0
1536,,,,,,11951.0,,,,,,,,8600000US11951,11951.0,ZCTA5 11951,63043.0
1537,,,,,,11952.0,,,,,,,,8600000US11952,11952.0,ZCTA5 11952,74313.0
1538,,,,,,11953.0,,,,,,,,8600000US11953,11953.0,ZCTA5 11953,70829.0
1539,,,,,,11954.0,,,,,,,,8600000US11954,11954.0,ZCTA5 11954,72903.0
1540,,,,,,11955.0,,,,,,,,8600000US11955,11955.0,ZCTA5 11955,61667.0
1541,,,,,,11956.0,,,,,,,,8600000US11956,11956.0,ZCTA5 11956,
1542,,,,,,11957.0,,,,,,,,8600000US11957,11957.0,ZCTA5 11957,75375.0
1543,,,,,,11958.0,,,,,,,,8600000US11958,11958.0,ZCTA5 11958,65288.0
1544,,,,,,11959.0,,,,,,,,8600000US11959,11959.0,ZCTA5 11959,85125.0
1545,,,,,,11960.0,,,,,,,,8600000US11960,11960.0,ZCTA5 11960,103151.0
1546,,,,,,11961.0,,,,,,,,8600000US11961,11961.0,ZCTA5 11961,56236.0
1547,,,,,,11962.0,,,,,,,,8600000US11962,11962.0,ZCTA5 11962,209125.0
1548,,,,,,11963.0,,,,,,,,8600000US11963,11963.0,ZCTA5 11963,86111.0
1549,,,,,,11964.0,,,,,,,,8600000US11964,11964.0,ZCTA5 11964,79091.0
1550,,,,,,11965.0,,,,,,,,8600000US11965,11965.0,ZCTA5 11965,101771.0
1551,,,,,,11967.0,,,,,,,,8600000US11967,11967.0,ZCTA5 11967,82682.0
1552,,,,,,11968.0,,,,,,,,8600000US11968,11968.0,ZCTA5 11968,82024.0
1553,,,,,,11970.0,,,,,,,,8600000US11970,11970.0,ZCTA5 11970,
1554,,,,,,11971.0,,,,,,,,8600000US11971,11971.0,ZCTA5 11971,89074.0
1555,,,,,,11972.0,,,,,,,,8600000US11972,11972.0,ZCTA5 11972,104444.0
1556,,,,,,11973.0,,,,,,,,8600000US11973,11973.0,ZCTA5 11973,
1557,,,,,,11975.0,,,,,,,,8600000US11975,11975.0,ZCTA5 11975,79250.0
1558,,,,,,11976.0,,,,,,,,8600000US11976,11976.0,ZCTA5 11976,115547.0
1559,,,,,,11977.0,,,,,,,,8600000US11977,11977.0,ZCTA5 11977,97045.0
1560,,,,,,11978.0,,,,,,,,8600000US11978,11978.0,ZCTA5 11978,83203.0
1561,,,,,,11980.0,,,,,,,,8600000US11980,11980.0,ZCTA5 11980,90313.0
1562,,,,,,12007.0,,,,,,,,8600000US12007,12007.0,ZCTA5 12007,
1563,,,,,,12008.0,,,,,,,,8600000US12008,12008.0,ZCTA5 12008,93250.0
1564,,,,,,12009.0,,,,,,,,8600000US12009,12009.0,ZCTA5 12009,89605.0
1565,,,,,,12010.0,,,,,,,,8600000US12010,12010.0,ZCTA5 12010,44711.0
1566,,,,,,12015.0,,,,,,,,8600000US12015,12015.0,ZCTA5 12015,58533.0
1567,,,,,,12017.0,,,,,,,,8600000US12017,12017.0,ZCTA5 12017,62917.0
1568,,,,,,12018.0,,,,,,,,8600000US12018,12018.0,ZCTA5 12018,81205.0
1569,,,,,,12019.0,,,,,,,,8600000US12019,12019.0,ZCTA5 12019,88059.0
1570,,,,,,12020.0,,,,,,,,8600000US12020,12020.0,ZCTA5 12020,73712.0
1571,,,,,,12022.0,,,,,,,,8600000US12022,12022.0,ZCTA5 12022,51719.0
1572,,,,,,12023.0,,,,,,,,8600000US12023,12023.0,ZCTA5 12023,61488.0
1573,,,,,,12024.0,,,,,,,,8600000US12024,12024.0,ZCTA5 12024,
1574,,,,,,12025.0,,,,,,,,8600000US12025,12025.0,ZCTA5 12025,58923.0
1575,,,,,,12027.0,,,,,,,,8600000US12027,12027.0,ZCTA5 12027,86656.0
1576,,,,,,12028.0,,,,,,,,8600000US12028,12028.0,ZCTA5 12028,81923.0
1577,,,,,,12029.0,,,,,,,,8600000US12029,12029.0,ZCTA5 12029,79000.0
1578,,,,,,12031.0,,,,,,,,8600000US12031,12031.0,ZCTA5 12031,49167.0
1579,,,,,,12032.0,,,,,,,,8600000US12032,12032.0,ZCTA5 12032,47130.0
1580,,,,,,12033.0,,,,,,,,8600000US12033,12033.0,ZCTA5 12033,69733.0
1581,,,,,,12035.0,,,,,,,,8600000US12035,12035.0,ZCTA5 12035,37647.0
1582,,,,,,12036.0,,,,,,,,8600000US12036,12036.0,ZCTA5 12036,36875.0
1583,,,,,,12037.0,,,,,,,,8600000US12037,12037.0,ZCTA5 12037,61188.0
1584,,,,,,12040.0,,,,,,,,8600000US12040,12040.0,ZCTA5 12040,39063.0
1585,,,,,,12041.0,,,,,,,,8600000US12041,12041.0,ZCTA5 12041,68571.0
1586,,,,,,12042.0,,,,,,,,8600000US12042,12042.0,ZCTA5 12042,
1587,,,,,,12043.0,,,,,,,,8600000US12043,12043.0,ZCTA5 12043,49869.0
1588,,,,,,12045.0,,,,,,,,8600000US12045,12045.0,ZCTA5 12045,41250.0
1589,,,,,,12046.0,,,,,,,,8600000US12046,12046.0,ZCTA5 12046,80129.0
1590,,,,,,12047.0,,,,,,,,8600000US12047,12047.0,ZCTA5 12047,51313.0
1591,,,,,,12051.0,,,,,,,,8600000US12051,12051.0,ZCTA5 12051,58664.0
1592,,,,,,12052.0,,,,,,,,8600000US12052,12052.0,ZCTA5 12052,66012.0
1593,,,,,,12053.0,,,,,,,,8600000US12053,12053.0,ZCTA5 12053,80082.0
1594,,,,,,12054.0,,,,,,,,8600000US12054,12054.0,ZCTA5 12054,96813.0
1595,,,,,,12056.0,,,,,,,,8600000US12056,12056.0,ZCTA5 12056,95714.0
1596,,,,,,12057.0,,,,,,,,8600000US12057,12057.0,ZCTA5 12057,46797.0
1597,,,,,,12058.0,,,,,,,,8600000US12058,12058.0,ZCTA5 12058,65000.0
1598,,,,,,12059.0,,,,,,,,8600000US12059,12059.0,ZCTA5 12059,76250.0
1599,,,,,,12060.0,,,,,,,,8600000US12060,12060.0,ZCTA5 12060,70278.0
1600,,,,,,12061.0,,,,,,,,8600000US12061,12061.0,ZCTA5 12061,85043.0
1601,,,,,,12062.0,,,,,,,,8600000US12062,12062.0,ZCTA5 12062,63258.0
1602,,,,,,12063.0,,,,,,,,8600000US12063,12063.0,ZCTA5 12063,155658.0
1603,,,,,,12064.0,,,,,,,,8600000US12064,12064.0,ZCTA5 12064,60119.0
1604,,,,,,12065.0,,,,,,,,8600000US12065,12065.0,ZCTA5 12065,81192.0
1605,,,,,,12066.0,,,,,,,,8600000US12066,12066.0,ZCTA5 12066,58672.0
1606,,,,,,12067.0,,,,,,,,8600000US12067,12067.0,ZCTA5 12067,66875.0
1607,,,,,,12068.0,,,,,,,,8600000US12068,12068.0,ZCTA5 12068,52473.0
1608,,,,,,12069.0,,,,,,,,8600000US12069,12069.0,ZCTA5 12069,
1609,,,,,,12070.0,,,,,,,,8600000US12070,12070.0,ZCTA5 12070,61250.0
1610,,,,,,12071.0,,,,,,,,8600000US12071,12071.0,ZCTA5 12071,51563.0
1611,,,,,,12072.0,,,,,,,,8600000US12072,12072.0,ZCTA5 12072,45000.0
1612,,,,,,12074.0,,,,,,,,8600000US12074,12074.0,ZCTA5 12074,68690.0
1613,,,,,,12075.0,,,,,,,,8600000US12075,12075.0,ZCTA5 12075,60544.0
1614,,,,,,12076.0,,,,,,,,8600000US12076,12076.0,ZCTA5 12076,58478.0
1615,,,,,,12077.0,,,,,,,,8600000US12077,12077.0,ZCTA5 12077,95135.0
1616,,,,,,12078.0,,,,,,,,8600000US12078,12078.0,ZCTA5 12078,39810.0
1617,,,,,,12083.0,,,,,,,,8600000US12083,12083.0,ZCTA5 12083,66250.0
1618,,,,,,12084.0,,,,,,,,8600000US12084,12084.0,ZCTA5 12084,68080.0
1619,,,,,,12085.0,,,,,,,,8600000US12085,12085.0,ZCTA5 12085,41985.0
1620,,,,,,12086.0,,,,,,,,8600000US12086,12086.0,ZCTA5 12086,60417.0
1621,,,,,,12087.0,,,,,,,,8600000US12087,12087.0,ZCTA5 12087,69531.0
1622,,,,,,12089.0,,,,,,,,8600000US12089,12089.0,ZCTA5 12089,64375.0
1623,,,,,,12090.0,,,,,,,,8600000US12090,12090.0,ZCTA5 12090,57181.0
1624,,,,,,12092.0,,,,,,,,8600000US12092,12092.0,ZCTA5 12092,41500.0
1625,,,,,,12093.0,,,,,,,,8600000US12093,12093.0,ZCTA5 12093,50900.0
1626,,,,,,12094.0,,,,,,,,8600000US12094,12094.0,ZCTA5 12094,74625.0
1627,,,,,,12095.0,,,,,,,,8600000US12095,12095.0,ZCTA5 12095,48142.0
1628,,,,,,12106.0,,,,,,,,8600000US12106,12106.0,ZCTA5 12106,72417.0
